196697 296194
111 6964 1
111 721 1
111 497 1
111 708 2
111 46593 2
111 50765 1
111 25723 1
111 78380 1
111 78439 1
111 2568 1
111 78381 4
111 116 1
111 113 1
111 47407 1
111 115 2
111 29267 1
111 103631 1
111 8547 1
111 129268 1
111 112 1
111 4761 3
111 8461 1
111 2684 4
111 175432 1
111 2435 1
111 103604 1
111 15819 1
111 252 1
111 114 1
113 39699 1
113 64071 1
113 9704 1
113 34583 1
113 18199 1
113 25940 1
113 17134 1
113 4278 1
113 83362 4
113 1659 1
113 9063 1
113 33032 1
113 42819 1
113 13116 1
113 36586 1
113 23320 1
113 25898 1
113 13115 2
113 76755 1
113 11302 1
113 195890 1
113 29339 1
113 8106 1
113 40426 1
113 36756 1
113 36113 1
113 16450 1
113 12945 1
113 10902 4
113 3095 1
113 196024 1
113 6469 1
113 21202 1
113 40507 1
113 14185 1
113 48794 1
113 77318 1
113 26833 2
113 87944 1
113 13259 1
113 37500 1
113 194425 1
113 116778 1
113 39315 1
113 27647 1
114 19209 1
114 186 1
114 14581 1
114 16468 1
114 11825 1
114 44848 1
114 10323 2
114 1433 1
114 104100 3
114 27941 2
114 10337 1
114 20255 1
114 7232 1
114 7757 1
114 26696 3
114 5676 1
114 19369 1
114 33242 1
114 20829 1
114 3175 1
114 149318 1
114 20830 2
114 27121 1
114 126626 1
114 32943 1
114 2640 1
114 41949 1
114 55770 1
114 3690 1
114 42356 2
114 7036 1
114 3286 1
114 4737 1
114 456 4
114 19181 1
114 3333 4
114 15983 2
114 97396 2
114 45027 1
114 3089 1
114 89666 1
114 82639 1
114 90864 1
114 20477 1
114 9065 5
114 104790 1
114 112789 2
114 1247 1
114 39459 2
114 1467 1
114 100431 2
114 93028 1
114 10312 1
114 13395 7
114 84742 1
114 2603 9
114 22705 1
114 5090 1
114 5889 1
114 124189 1
114 6091 1
114 10997 1
114 20291 6
114 10946 2
114 7035 2
114 58564 1
114 96283 3
115 57146 1
115 25613 4
115 220 3
115 38583 9
115 16412 1
115 7232 1
115 5485 2
115 53904 3
115 23599 1
115 37469 1
115 1062 2
115 13605 1
115 26546 1
115 15016 1
115 72977 1
115 23069 2
115 105730 1
115 183480 1
115 54984 1
115 303 3
115 10545 1
115 456 1
115 40499 2
115 34755 6
115 116622 3
115 29323 6
117 118 1
119 39584 1
119 13379 2
119 127119 1
119 120 1
119 63641 1
119 89518 3
119 104832 3
119 9120 3
119 6646 3
119 104555 4
119 14589 2
119 79694 3
119 103995 2
119 37994 5
119 4300 1
119 107238 1
119 86804 1
119 114424 3
119 29344 3
119 61511 2
119 38838 3
119 101307 1
119 71476 1
119 67413 5
120 46595 2
120 744 1
120 6325 1
120 46594 1
120 78383 1
120 9256 1
120 103805 2
120 103605 5
120 129272 1
120 103606 1
121 5824 4
121 20815 1
121 42846 2
121 8877 2
121 122 1
121 47664 4
121 4998 1
121 5374 2
121 49286 1
121 13487 1
121 2288 1
121 1241 1
121 34079 2
121 695 1
121 31928 1
121 23926 1
121 36051 1
121 31259 3
121 27743 1
122 185608 1
122 3839 3
122 175435 1
122 152748 3
122 175436 2
123 12946 1
123 124 3
124 125 1
124 129275 1
124 129274 1
125 62048 1
125 22187 3
125 65375 2
126 31533 1
126 119363 1
126 25993 1
126 58669 1
126 91985 1
126 105917 1
126 165450 1
126 63621 1
126 67254 1
126 12283 1
126 119573 1
126 188742 1
126 104131 1
126 106402 1
126 144093 1
126 119753 1
126 115791 1
126 111101 1
126 85898 1
126 166230 1
126 117040 1
126 166426 1
126 119863 1
126 143845 1
126 64147 1
126 61042 1
126 184096 1
126 140008 1
126 48757 1
126 114467 1
126 163156 1
126 93393 1
126 7534 1
126 164300 1
126 177587 1
126 133985 1
126 166779 1
126 20652 1
126 118339 1
126 137844 1
126 162594 1
126 144188 1
126 155833 1
126 143594 1
126 26454 1
126 187478 1
126 17356 1
126 139642 1
126 132103 1
126 187829 1
126 94051 1
126 117044 1
126 92311 1
126 55365 1
126 67282 1
126 93791 1
126 64518 1
126 29108 1
126 21966 1
126 86373 1
126 181124 1
126 165992 1
126 139939 1
126 66864 1
126 92861 1
126 66263 1
126 84787 1
126 31457 1
126 28690 1
126 133676 1
126 112553 1
126 82394 1
126 93858 1
126 92207 1
126 188407 1
126 176010 1
126 141726 1
126 154339 1
126 156561 1
126 49602 1
126 162350 1
126 136051 1
126 31488 1
126 135962 1
126 165973 1
126 143619 1
126 92468 1
126 159484 1
126 13226 1
126 94007 1
126 178710 1
126 159635 1
126 165383 1
126 176383 1
126 93662 1
126 144245 1
126 147870 1
126 54251 1
126 179607 1
126 23434 1
126 116009 1
126 29704 1
126 183819 1
126 117400 1
126 18518 1
126 65179 1
126 118909 1
126 166807 1
126 52598 1
126 179840 1
126 183276 1
126 67226 1
126 53832 1
126 177788 1
126 127 1
128 129 3
128 130 4
129 130 3
130 44765 6
130 54752 1
130 1192 3
130 158511 1
130 64811 1
130 174827 1
130 122233 1
130 116247 1
130 71800 1
130 2243 7
130 22422 1
130 26601 12
130 151359 1
131 62915 2
131 95087 2
131 75412 1
131 132 4
131 96020 1
131 110872 1
133 6206 2
133 27974 1
133 958 1
133 1371 1
133 7481 4
133 51305 2
133 134 1
133 3959 1
133 303 1
133 733 1
133 11961 1
133 3159 1
133 1177 2
133 38661 1
133 247 6
133 8934 1
134 46604 1
134 46601 1
134 152762 1
134 152764 1
134 175447 1
134 2581 2
134 175441 1
134 129282 1
134 152760 1
134 138 1
134 8866 1
134 5079 1
134 106360 1
134 78390 1
134 175444 1
134 117594 1
134 136 1
134 47906 1
134 52271 1
134 175440 1
134 46606 1
134 46603 1
134 78396 1
134 78393 1
134 34423 1
134 22693 1
134 175446 1
134 175443 1
134 129284 1
134 129281 1
134 103615 1
134 107465 1
134 135 1
134 78389 1
134 78394 3
134 93731 2
134 152759 2
134 152763 1
134 67545 1
134 46602 1
134 78392 1
134 175442 1
134 129280 1
134 46605 1
134 103614 1
134 78395 1
134 4040 1
134 175445 1
134 129283 1
134 106640 1
134 152761 1
134 78391 1
134 137 5
134 129279 1
136 8865 3
137 67095 4
137 80936 3
137 9819 1
137 34352 5
137 49608 2
137 177991 1
137 99048 1
137 4085 1
137 80934 1
137 28835 1
137 150231 1
137 97628 3
137 2191 1
137 6641 2
137 31160 3
137 95643 1
137 113058 1
137 147415 1
137 95352 1
137 136433 1
137 85915 2
137 176239 1
137 176996 1
137 48446 1
137 2569 1
137 994 1
137 1623 1
137 190377 1
137 140637 1
137 25749 1
137 34599 7
137 40738 1
137 78544 1
137 71261 1
137 2035 2
137 4025 1
137 52970 1
137 38593 7
137 89637 1
137 149343 1
137 131007 1
137 133216 1
137 60062 1
137 50075 1
137 190391 1
137 75189 1
137 144750 1
137 184149 2
137 48848 2
137 5839 1
137 140078 1
137 177323 1
137 71415 2
137 9482 1
137 186845 1
137 24364 10
137 191898 2
137 5429 3
137 179364 1
137 8865 1
137 123615 1
137 15744 1
137 2188 5
137 140734 1
137 65633 3
137 14282 7
137 15281 1
137 118094 4
137 145693 1
137 134919 4
137 31901 1
137 5606 2
137 4024 2
137 8119 1
137 105225 5
137 184972 1
137 134465 1
139 320 1
139 78489 1
140 175451 1
140 346 1
141 142 1
142 175454 1
143 144 1
143 23343 5
143 46466 1
144 103616 1
144 31614 1
144 129286 1
144 3806 1
144 152770 1
144 56865 1
144 130278 1
144 78397 1
144 103617 1
144 8562 1
144 175455 1
145 146 2
146 147 1
146 1639 1
147 14734 1
147 59607 1
147 2593 1
147 1226 1
147 10039 1
148 153313 2
148 47468 2
148 47478 2
148 79020 2
148 1547 2
148 156579 1
148 1557 2
148 1552 2
148 104765 1
148 104006 1
148 79019 2
148 20636 1
148 153314 2
148 105080 1
148 118731 1
148 104219 2
148 176307 1
148 903 2
148 1548 2
148 153315 2
148 78428 6
148 47469 2
148 47471 2
148 47475 6
148 47472 4
148 149 1
148 60358 1
148 119047 1
148 1553 2
148 104220 2
148 47477 4
148 153318 2
148 153320 2
148 1543 2
148 153316 2
148 153206 2
148 47470 2
148 153726 1
148 47480 2
148 185312 1
148 1542 4
148 83995 1
148 1549 2
148 1544 2
148 36090 1
148 1554 2
148 47476 2
148 129872 2
148 166695 1
148 123099 1
148 1555 2
148 104218 4
148 13834 1
148 47440 1
148 47481 2
148 1550 2
148 153317 2
148 15121 4
148 47466 2
148 104221 6
148 153403 1
148 79021 2
148 1551 2
148 4007 1
148 1545 2
148 1556 2
148 47467 2
148 47474 2
148 12849 1
148 47482 2
148 129873 2
148 47479 3
148 47473 3
148 153319 2
148 175416 1
148 47483 2
148 49473 1
148 153309 1
148 1546 2
150 153287 1
150 113229 6
150 154649 1
150 35555 2
150 47066 1
150 21076 2
150 3726 1
150 134250 1
150 97282 2
150 79827 1
150 53703 3
150 152967 1
150 167080 1
150 153794 1
150 4057 1
150 151 1
150 76310 1
150 19833 3
150 131418 1
150 44227 6
150 2917 1
150 5014 1
152 135822 1
152 153 1
152 7983 2
153 155 2
153 154 1
154 161613 2
154 170705 1
154 113461 3
154 187312 1
154 193577 1
154 105245 8
154 127637 1
154 68143 1
154 88587 1
154 38460 1
154 41811 1
154 2855 2
154 16480 1
154 119021 1
154 169246 1
154 2183 1
154 51604 1
154 1479 7
154 3883 1
154 1431 1
154 108767 1
154 182203 1
154 158490 1
154 124570 1
154 23188 2
154 10507 3
154 121360 1
154 57117 1
155 24013 1
155 2188 1
155 172681 1
155 21754 1
155 21736 1
155 80053 1
155 5789 1
155 128363 1
155 55132 1
155 8632 2
155 94973 3
155 6623 1
156 157 1
157 158 1
157 175463 1
157 175462 1
157 259 1
157 916 1
157 160 2
157 159 1
159 160 1
160 56009 3
160 2352 1
160 68971 1
160 23065 1
160 58327 1
160 139128 1
160 19369 1
160 5364 1
160 7793 1
160 54232 3
160 61369 1
160 20543 1
160 21813 1
160 51302 1
160 129812 1
160 131279 1
160 14067 1
160 4306 1
160 47596 1
160 1992 1
160 114884 1
160 110020 1
160 9599 1
161 162 1
162 6168 1
162 10216 1
162 129291 1
162 129292 1
162 50506 1
163 46609 2
163 79704 1
163 450 6
163 175465 3
164 53744 1
164 165 1
164 68529 2
165 152776 1
165 152775 1
166 1844 1
166 167 2
167 168 1
167 129297 2
167 1844 1
167 236 1
168 236 1
169 170 2
170 171 2
170 163316 1
170 78403 2
172 173 1
173 152781 1
173 152780 1
173 176 2
173 177 1
173 174 1
173 179 1
173 175 1
173 178 1
174 42237 1
176 116694 3
176 55916 2
176 186687 2
176 31418 1
176 25456 3
176 153556 1
176 162306 1
176 181821 1
176 98466 1
176 175562 1
176 183685 1
176 90724 1
176 88561 5
176 22818 1
176 25454 2
176 39084 2
176 152780 1
176 392 2
176 25455 2
176 10155 5
176 936 1
176 82314 1
176 77791 1
176 186686 1
176 153767 1
176 100165 12
176 63256 3
176 31484 1
176 22819 5
176 25453 4
176 36505 1
178 72558 1
179 26068 1
179 10879 1
180 181 2
181 148096 1
181 116813 1
181 175475 9
181 77051 1
181 175474 3
181 150293 1
181 78630 1
181 190705 1
181 133218 1
181 104464 1
181 194620 2
181 19760 1
181 182 2
181 175473 2
181 188859 1
183 47413 1
183 175476 1
184 83809 2
184 41990 4
184 78953 3
184 117197 2
184 52413 4
184 155155 2
184 63796 2
184 107915 2
184 6238 1
184 38410 12
184 91184 1
184 60728 1
184 26296 3
184 49666 22
184 91161 1
184 33866 1
184 43858 2
184 26297 2
184 26294 1
184 23560 5
184 91165 1
184 63787 6
184 90546 2
184 26329 10
184 12631 5
184 26846 1
184 164681 2
184 187046 2
184 187051 2
184 66910 2
184 26288 2
184 91174 2
184 117204 6
184 26335 2
184 115161 2
184 63788 2
184 164776 2
184 70725 2
184 117194 1
184 30421 24
184 164780 2
184 91163 1
184 117193 1
184 82729 21
184 30348 7
184 97338 3
184 106275 2
184 141391 1
184 63793 2
184 60297 2
184 11161 9
184 63814 2
184 26332 1
184 114777 1
184 91135 2
184 91173 1
184 63791 4
184 61394 8
184 163916 4
184 26339 4
184 97009 2
184 26361 60
184 162154 2
184 18317 1
184 2317 1
184 63803 1
184 66051 10
184 26345 1
184 158141 2
184 164781 2
184 82498 4
184 69264 1
184 85021 1
184 82471 1
184 2389 1
184 63055 4
184 38749 2
184 49661 4
184 12353 1
184 26334 1
184 91177 3
184 94604 1
184 185097 1
184 26287 2
184 26311 1
184 164777 2
184 91182 6
184 164774 1
184 6922 6
184 91162 2
184 26360 1
184 26347 1
184 91164 1
184 26328 2
184 63807 2
184 91175 1
184 63805 14
184 117196 1
184 11163 2
184 26304 8
184 187045 2
184 91170 4
184 117201 4
184 91167 1
184 117198 2
184 117202 3
184 117199 2
184 63798 4
184 23908 5
184 63956 2
184 63797 2
184 115965 7
184 99024 1
184 63800 1
184 86201 1
184 75778 2
184 8994 3
184 90299 2
184 26323 1
184 117200 2
184 91169 2
184 26349 1
184 91166 1
184 26303 8
184 91176 1
184 26356 2
184 21323 2
184 82787 1
184 178000 2
184 21633 4
184 24527 1
184 26337 8
184 30295 5
184 117195 2
184 91160 2
184 16613 1
184 63808 3
184 75727 1
184 26366 7
184 91179 11
184 23873 2
184 30846 12
184 187043 2
184 25787 1
184 26348 1
184 81513 1
184 91058 2
184 23561 2
184 26325 1
184 3826 4
184 26327 2
184 63790 6
184 86544 1
184 87347 2
184 90286 15
184 90855 2
184 93053 4
184 23753 2
184 63810 21
184 43903 1
184 187052 1
184 26321 5
184 12382 1
184 164778 6
184 9150 1
184 91183 2
184 63786 10
184 185518 1
184 145709 1
184 63806 2
184 61662 1
184 139952 2
184 63792 1
184 26301 1
184 6255 4
184 11189 1
184 26331 4
184 19809 10
184 21631 8
184 91181 4
184 63795 1
184 11683 4
184 62689 1
184 12406 21
184 109471 1
184 24512 1
184 27981 1
184 26363 1
184 21635 3
184 102362 1
184 141809 10
184 185 5
184 26358 7
184 91180 12
184 26293 2
184 90544 2
184 26310 25
184 116494 1
184 117206 1
184 26300 1
184 26306 25
184 26326 1
184 26342 26
184 63794 1
184 26336 1
184 163646 2
184 26313 1
184 63801 4
184 63799 17
184 97641 2
184 26314 6
184 117205 2
184 117047 2
184 26307 63
184 63809 6
184 11160 2
184 26350 21
184 187047 2
184 130452 5
184 62226 3
184 26295 6
184 26343 8
184 26351 14
184 63813 8
184 115305 1
184 78796 2
184 91171 2
184 26317 31
184 63789 2
184 82472 2
184 90767 2
184 91312 4
184 26312 1
184 2670 4
184 26309 12
184 9956 8
184 26357 2
184 26289 1
184 26338 1
184 65478 5
184 26359 3
184 26315 1
184 26364 1
184 164775 2
184 60814 3
184 26341 1
184 56303 5
184 24985 9
184 26365 1
184 10378 2
184 91168 1
184 31968 1
184 187048 3
184 69260 1
184 26352 10
184 164783 2
184 63812 5
184 18318 7
184 90850 2
184 164779 2
184 39567 1
184 26362 8
184 117203 2
184 26333 2
184 26978 1
184 164772 3
184 36007 17
184 2671 4
184 26344 6
184 26291 1
184 164773 2
184 26346 9
184 146633 1
184 65480 3
184 26298 14
184 63785 1
184 26324 2
184 141811 4
184 63811 1
184 116277 2
184 26353 1
184 94663 4
184 62041 13
184 26330 5
184 170050 4
184 26308 3
184 9083 1
184 63802 16
184 187050 2
184 157651 1
184 22812 6
184 26290 1
184 18321 5
184 187049 2
184 90422 2
184 141810 3
184 117207 13
184 141807 2
184 141812 2
184 90854 1
184 63177 1
184 26322 4
184 29620 4
184 26319 1
184 38371 8
184 26299 10
184 63804 4
184 24986 4
184 26302 5
184 187044 2
184 156496 5
184 26355 1
184 91172 1
184 16044 3
184 60255 1
184 20976 6
184 164782 2
184 91178 4
184 26340 8
184 147228 1
184 141806 4
184 26320 3
184 141808 4
184 26292 1
184 26316 6
184 38748 6
184 89782 4
184 26318 1
184 29330 6
184 62786 2
184 121084 1
184 49659 2
184 30914 2
184 164669 1
184 26305 1
184 26354 1
184 182056 2
185 18317 1
185 42101 1
186 200 2
186 46633 2
186 46630 1
186 103554 1
186 152727 3
186 46617 1
186 1495 1
186 192 1
186 152784 1
186 188 4
186 129301 1
186 195 1
186 47407 1
186 5527 2
186 79187 1
186 78410 2
186 46619 1
186 129300 1
186 2353 2
186 129303 1
186 197 1
186 46618 1
186 252 2
186 46621 1
186 20658 1
186 194 2
186 129305 2
186 129302 1
186 196 1
186 81184 1
186 1709 1
186 222 1
186 2844 4
186 203 4
186 199 1
186 152785 1
186 46557 2
186 343 1
186 175480 1
186 46623 1
186 175483 1
186 27111 1
186 264 1
186 198 1
186 22842 2
186 103632 1
186 36277 1
186 187 2
186 175481 1
186 46625 2
186 46622 1
186 175482 1
186 2591 4
186 49077 1
186 1090 1
186 175485 1
186 28054 2
186 2594 1
186 78405 1
186 152786 1
186 175488 1
186 52519 1
186 3088 1
186 175484 1
186 5881 1
186 46634 1
186 175461 1
186 78404 1
186 175487 1
186 16570 1
186 78407 1
186 189 3
186 175486 1
186 556 1
186 83477 1
186 78406 1
186 129304 1
186 191 1
186 1059 1
186 201 1
186 50055 1
186 153590 1
186 46632 15
186 190 1
186 129306 1
186 260 15
186 1788 1
186 46620 1
186 75744 3
186 9919 1
186 46624 1
186 1991 1
186 175477 1
186 46627 1
186 3537 1
186 85647 1
186 202 1
186 205 1
186 635 1
186 103631 2
186 46626 1
186 14288 1
186 175479 1
186 46629 1
186 46631 2
186 19519 1
186 75245 1
186 204 1
186 78409 1
186 103629 1
186 88443 1
186 80791 1
186 175478 1
186 46628 1
186 51039 1
186 78408 1
186 27910 1
186 6324 1
186 193 1
186 103630 1
186 18756 1
186 46635 2
187 113002 1
187 17711 2
187 101062 1
187 39535 1
187 140144 1
187 25021 1
187 22675 2
187 6521 1
187 1930 1
187 1591 1
187 31928 1
187 17669 1
187 58569 1
188 130720 1
188 149868 1
188 6206 1
188 131717 1
188 5608 1
188 8309 2
188 130057 2
188 54722 1
188 48271 1
188 107272 1
188 138438 2
188 180386 1
188 28055 1
188 7428 2
189 193955 1
189 59266 1
189 32202 1
189 16367 1
189 12539 1
189 42714 1
189 62834 2
189 119944 1
189 178594 1
189 38158 1
189 157176 2
189 103630 3
189 127620 1
189 141618 1
189 42964 6
189 135454 1
189 24880 3
189 38338 1
189 120176 1
189 4247 1
189 87506 1
189 190567 1
189 59119 1
189 38862 1
189 136057 1
189 29334 1
189 137235 1
190 46199 1
191 1475 1
191 77037 1
191 163560 1
191 162546 1
191 137382 1
191 143011 1
191 2644 1
191 113137 1
191 54123 1
191 67675 1
191 49305 1
191 31493 1
191 6963 1
191 11876 1
191 67645 5
191 49567 1
191 151171 1
191 21673 1
191 143235 1
191 51395 1
191 1456 2
191 166113 1
191 165948 1
191 196202 1
191 49304 1
191 99044 2
191 13395 1
191 8160 1
191 5485 1
191 75527 1
191 2406 1
191 183247 1
191 24560 1
191 50219 1
191 220 1
191 177497 1
191 109847 1
191 32734 4
191 28662 1
191 33050 2
191 93220 1
191 26647 1
191 103177 2
191 25349 2
191 73222 1
191 42883 1
191 68660 1
191 41327 1
191 5478 2
191 43513 1
191 72874 1
191 151000 1
191 12389 1
191 194307 1
191 1476 1
191 174214 1
191 93293 1
192 17770 1
192 65668 1
192 710 1
192 36657 1
192 9405 1
192 34329 1
192 5407 2
192 7511 1
192 55653 1
192 52676 1
192 75489 1
193 15389 1
193 49734 1
193 33211 1
193 80117 1
193 3447 1
194 136493 1
194 6875 1
194 161722 1
194 93544 1
194 132052 1
194 138432 3
194 102162 1
194 106738 2
194 81585 3
194 247 1
194 81994 2
194 195040 1
194 153627 1
194 154057 1
194 13264 2
194 37373 1
194 148362 1
194 29975 1
194 10949 1
194 49552 12
194 40845 1
194 37609 1
194 108488 1
194 157187 1
194 169905 1
194 17145 8
194 134143 1
194 79625 1
194 138439 1
194 130900 1
194 48130 1
194 57743 1
194 126781 1
194 100193 1
194 185211 1
194 180090 1
194 146522 1
194 173320 1
194 109254 1
194 112824 2
194 112133 4
194 84346 1
194 155794 2
194 62018 1
194 41134 1
194 148441 1
194 160981 1
194 183666 1
194 96298 1
194 167351 1
194 87813 2
194 51809 2
194 82014 1
194 2119 1
194 118435 1
194 193236 1
194 36170 1
194 130775 1
194 109875 1
194 64415 1
194 1787 1
194 81993 2
194 119317 1
194 168528 1
194 107659 1
194 97271 1
194 51119 5
194 170802 1
194 174922 2
194 7186 2
194 84433 1
194 155895 1
194 45112 1
194 127478 1
194 51124 13
194 162074 1
194 101114 2
194 82254 1
194 131193 1
194 151269 1
194 136132 1
194 154367 1
194 117677 1
194 111756 1
194 48649 1
194 170665 2
194 173232 1
194 177357 1
194 80507 1
194 116967 1
194 176533 1
194 87281 1
194 153634 1
194 195024 1
194 130108 1
194 151812 1
194 8314 1
194 182477 1
194 179942 1
194 178362 3
194 105771 1
194 131778 1
194 147781 1
194 106023 1
194 51808 14
194 106798 1
194 109774 1
194 94891 1
194 55085 1
194 144603 1
194 157065 1
194 84213 1
194 4515 1
194 81587 5
194 93035 1
194 156706 1
194 120453 1
194 42035 1
194 85992 2
194 135694 1
194 50144 1
194 11629 1
194 144972 1
194 17022 2
194 146196 1
194 131377 2
194 70377 1
194 57741 1
194 124137 1
194 84105 2
194 147459 1
194 116814 1
194 188924 1
194 17273 1
194 193197 1
194 23843 1
194 56017 1
194 73451 1
194 132415 2
194 40237 9
194 95155 1
194 127998 1
194 196403 1
194 133673 1
194 55048 1
194 126150 1
194 176075 1
194 178361 1
194 61874 1
194 5960 4
194 183326 1
194 104465 1
194 17451 1
194 51121 5
194 28710 1
194 51122 2
194 106739 4
194 76527 1
194 139001 1
194 51127 1
194 152536 1
194 78985 1
194 160980 1
194 153359 1
194 172444 1
194 97528 1
194 57733 1
194 136239 1
194 425 1
194 144858 1
194 118854 1
194 68807 1
194 83642 2
194 130105 1
194 69237 1
194 160024 1
194 67397 2
194 172289 1
194 104127 1
194 131808 1
194 78537 1
194 7183 3
194 82200 1
194 149903 1
194 120809 1
194 129818 1
194 158525 1
194 78421 1
194 57734 1
194 79105 1
194 132496 1
194 81583 3
194 91158 1
194 65939 1
194 153632 1
194 178359 5
194 6228 1
194 130713 1
194 159634 1
194 100108 2
194 164606 1
194 111335 1
194 32116 1
194 141231 1
194 15512 1
194 97829 1
194 29270 1
194 101061 2
194 84543 1
194 170723 1
194 16367 2
194 81077 1
194 176532 1
194 130882 1
194 63350 1
194 153843 1
194 57737 6
194 130714 1
194 81586 2
194 177647 1
194 133392 1
194 48022 1
194 127300 1
194 106226 1
194 173787 1
194 25396 2
194 7187 4
194 107479 1
194 120026 1
194 13841 2
194 79182 3
194 16368 3
194 70079 1
194 79328 1
194 55149 1
194 170467 1
194 10946 1
194 106735 6
194 12971 1
194 169272 1
194 55904 2
194 155136 1
194 49467 1
194 106736 2
194 115278 1
194 106443 1
194 165096 1
194 81588 2
194 52029 1
194 118638 1
194 139499 1
194 131733 1
194 94727 1
194 101989 3
194 81584 3
194 86164 1
194 171610 2
194 19060 6
194 124685 1
194 158526 1
194 123093 1
194 139651 1
194 129486 1
194 155897 1
194 87489 1
194 130119 1
194 155793 3
194 78424 2
194 193326 3
194 13668 1
194 68977 1
194 195119 1
194 153628 2
194 8563 2
194 137207 1
194 155898 1
194 6568 1
194 465 1
194 122109 1
194 136025 1
194 129047 1
194 126454 1
194 123136 1
194 104507 1
194 70121 1
194 106740 3
194 132181 1
194 159054 1
194 82858 1
194 168157 2
194 193906 1
194 2188 1
194 51128 7
194 143447 1
194 135764 1
194 7184 2
194 7185 3
194 39521 1
194 145216 1
194 106701 1
194 156506 1
194 162033 1
194 149911 2
194 47758 1
194 84435 1
194 78538 2
194 116428 1
194 131814 1
194 56015 1
194 181977 1
194 48256 1
194 981 1
194 87814 1
194 106033 1
194 100582 2
194 70649 1
194 134931 1
194 20896 1
194 180833 2
194 106715 1
194 10278 1
194 132590 1
194 109048 1
194 5814 1
194 84106 3
194 137920 1
194 97830 2
194 51120 7
194 39277 1
194 63139 1
194 176073 1
194 146567 1
194 46694 1
194 4720 1
194 170798 1
194 78425 1
194 7182 2
194 5564 6
194 13138 1
194 153600 1
194 82566 1
194 129903 1
194 195954 1
194 125206 1
194 7188 3
194 22953 2
194 70973 1
194 194926 1
194 176074 1
194 183672 1
194 158575 1
194 181801 1
194 128149 1
194 1232 1
194 6131 2
194 81081 1
194 86227 1
194 105772 2
194 131102 1
194 51129 4
194 183011 1
194 137059 1
194 163279 1
194 68477 1
194 132165 1
194 154273 1
194 106737 7
194 50078 11
194 96836 1
194 137153 1
194 130034 1
194 158906 1
194 85155 1
194 123092 1
194 593 1
194 159513 1
194 155896 1
194 25395 1
194 66010 1
194 39972 1
194 177652 1
194 106353 1
194 6842 2
194 109047 1
194 51125 13
194 6181 8
194 7181 2
194 155527 1
194 5429 1
194 2406 1
194 144099 1
194 104819 1
194 85156 1
194 101120 1
194 111757 1
194 161982 1
194 127190 2
194 175770 1
194 42213 1
194 79498 2
194 47756 1
194 82953 1
194 114770 2
194 141777 1
194 51126 5
194 2673 2
194 93787 4
194 106210 2
194 93471 1
194 134887 1
194 57735 1
194 1570 1
194 8541 1
194 97655 1
194 110681 2
194 106625 1
194 47285 1
194 177382 1
194 181455 1
194 51123 3
194 7178 1
194 131479 1
194 84434 1
194 131809 3
194 110916 1
194 79628 4
194 104572 1
194 104551 2
194 139365 1
195 1567 1
196 180968 1
196 161150 1
198 1601 2
198 29146 1
198 995 1
198 54223 1
198 1968 1
198 36696 1
198 7511 1
198 79384 1
198 36723 1
198 5583 1
198 39839 1
199 4433 5
199 50956 1
199 5485 1
199 2644 1
199 20756 1
199 5807 1
199 23822 1
199 46199 1
199 9957 1
199 2180 1
199 5738 2
202 19520 1
202 33837 1
202 38338 1
202 47997 1
202 62834 1
202 33838 3
202 87506 1
203 1787 1
203 105063 1
203 151752 1
203 5485 4
203 105392 1
203 123214 1
203 755 1
203 27974 1
204 252 1
206 207 1
208 47072 1
208 209 5
208 6125 1
208 210 2
208 49671 1
208 2513 1
208 50512 2
208 2029 1
208 50511 4
208 2030 2
209 46637 1
209 175489 1
209 210 2
211 212 1
213 214 2
213 47276 1
213 62563 1
213 106007 1
213 3728 1
213 47197 1
213 51278 1
213 130018 1
213 103906 2
213 5957 1
213 78713 3
215 216 1
215 2927 1
217 5127 3
217 218 1
217 2406 1
217 111979 1
217 113945 1
217 48471 1
217 195168 2
218 78412 1
218 79654 1
218 50869 3
218 90478 1
218 122615 1
218 25011 1
218 79653 3
